ip,alpha,total,failed,succeeded,lossProbability,ertt,throughput
www.pku.edu.cn,0.93,9,9,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.93,29,29,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.93,49,49,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.93,69,69,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.93,89,89,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.93,109,109,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.93,129,129,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.93,149,149,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.94,9,9,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.94,29,29,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.94,49,49,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.94,69,69,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.94,89,89,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.94,109,109,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.94,129,129,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.94,149,149,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.95,9,9,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.95,29,29,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.95,49,49,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.95,69,69,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.95,89,89,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.95,109,109,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.95,129,129,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.95,149,149,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.96,9,9,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.96,29,29,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.96,49,49,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.96,69,69,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.96,89,89,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.96,109,109,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.96,129,129,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.96,149,149,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.97,9,9,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.97,29,29,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.97,49,49,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.97,69,69,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.97,89,89,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.97,109,109,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.97,129,129,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.97,149,149,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.98,9,9,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.98,29,29,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.98,49,49,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.98,69,69,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.98,89,89,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.98,109,109,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.98,129,129,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.98,149,149,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.99,9,9,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.99,29,29,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.99,49,49,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.99,69,69,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.99,89,89,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.99,109,109,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.99,129,129,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
www.pku.edu.cn,0.99,149,149,0,1.0,-1,No se puede estimar el RTT ya que se han perdido todos los paquetes
