1,192.168.1.1,0.006074119,-0.255155039
2,181.167.118.1,0.018626475,0.014935019
3,,Unknown,"Unknown	IPs: []"
4,,Unknown,"Unknown	IPs: []"
5,,Unknown,"Unknown	IPs: []"
6,200.89.164.13,0.000457025,-0.376018498
7,200.89.165.250,0.004096293,-0.29771206
8,208.178.195.205,-0.012128544,-0.646823176
9,67.16.139.18,0.138416672,2.592470207
10,154.54.12.69,-0.006528401,-0.526324464
11,154.54.80.41,0.002494979,-0.332167673
12,154.54.24.193,0.014141682,-0.081564631
13,154.54.31.106,0.005607077,-0.265204409
14,154.54.80.161,0.013228321,-0.101217495
15,154.54.30.186,0.077513909,1.282020623
16,130.117.50.201,0.053160095,0.757997666
17,154.54.38.190,-0.057661843,-1.626566803
18,149.14.80.210,0.005346656,-0.270807913
19,196.32.209.50,0.003025436,-0.320753777
20,196.32.209.117,0.169606686,3.263588218
21,155.232.6.86,0.031535316,0.292695561
22,155.232.6.133,0.003134894,-0.318398561
23,155.232.31.179,-0.012119341,-0.646625155
24,155.232.6.69,0.013837361,-0.088112728
25,155.232.6.45,0.025298939,0.15850696
26,155.232.5.5,-0.023200737,-0.885064431
27,192.42.99.252,-0.014667296,-0.701449716
28,192.42.99.247,0.021251369,0.071415055
29,146.231.2.10,-0.014305401,-0.693662781
30,,Unknown,"Unknown	IPs: []"
