1,192.168.1.1,0.007335138,-0.288803798
2,181.167.118.1,0.019365716,-0.011626462
3,,Unknown,"Unknown	IPs: []"
4,,Unknown,"Unknown	IPs: []"
5,,Unknown,"Unknown	IPs: []"
6,200.89.160.193,0.019415736,-0.010474026
7,200.89.165.222,-0.018509483,-0.884248473
8,159.63.53.213,-0.005570221,-0.586135582
9,67.17.106.162,0.133890796,2.626963098
10,64.212.107.98,-0.001825666,-0.499863278
11,,Unknown,"Unknown	IPs: []"
12,,Unknown,"Unknown	IPs: []"
13,,Unknown,"Unknown	IPs: []"
14,129.250.2.230,0.040385365,0.472653732
15,204.1.253.166,0.004662395,-0.350382222
16,202.158.194.172,0.12476685,2.416752839
17,182.255.119.139,0.001835489,-0.415512434
18,210.7.39.251,-0.007482553,-0.630194562
19,210.7.39.178,0.005656004,-0.327490053
20,130.216.95.106,-0.005852029,-0.592628273
21,130.216.95.122,-0.001666167,-0.496188508
22,,Unknown,"Unknown	IPs: []"
23,130.216.159.127,0.001518226,-0.422821998
